Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
11-March-2026,154.50,156.99,154.50,155.23,155.270248222817853397,8581,191,1332374.00,6687,77.93,2.49,0.73
10-March-2026,155.30,155.99,154.15,155.17,155.168887147335423197,2552,261,395991.00,1838,72.02,1.84,-0.13
9-March-2026,156.70,156.70,153.15,155.42,155.415970203488372093,11008,534,1710819.00,7218,65.57,3.55,-1.28
6-March-2026,157.50,157.50,155.00,156.42,156.053893637226970560,4212,327,657299.00,2677,63.56,2.50,-1.08
5-March-2026,156.37,157.63,154.32,156.51,155.373773173391494002,11004,711,1709733.00,8638,78.50,3.31,0.14
4-March-2026,159.80,159.80,155.06,155.68,156.988217729895492878,24783,982,3890639.00,9716,39.20,4.74,-4.12
2-March-2026,159.70,161.61,156.00,158.75,159.695547067640090895,20683,687,3302983.00,15126,73.13,5.61,-0.95
27-February-2026,159.20,163.25,158.10,162.51,160.632273595085913505,12047,606,1935137.00,9222,76.55,5.15,3.31
26-February-2026,162.00,162.00,159.25,159.60,160.233278955954323001,4904,351,785784.00,3403,69.39,2.75,-2.40
25-February-2026,161.60,162.28,161.05,161.18,161.704277921332184898,3483,246,563216.00,2125,61.01,1.23,-0.42
24-February-2026,161.99,163.00,160.61,161.56,162.032282142190707221,10718,591,1736662.00,9092,84.83,2.39,-0.43
23-February-2026,162.75,164.49,160.54,161.33,161.728380163031103420,131754,566,21308361.00,130981,99.41,3.95,-1.42
20-February-2026,162.69,162.74,160.76,161.03,161.526448362720403022,2382,233,384756.00,1550,65.07,1.98,-1.66
19-February-2026,160.30,163.41,160.30,162.07,162.352621570225482205,7362,264,1195240.00,6995,95.01,3.11,1.77
18-February-2026,160.50,163.19,160.50,161.79,162.233446519524617996,3534,295,573333.00,2136,60.44,2.69,1.29
17-February-2026,161.91,162.70,160.50,161.74,161.617917062361506805,3159,227,510551.00,2459,77.84,2.20,-0.17
16-February-2026,163.25,163.80,161.91,162.27,162.917434791135516767,5099,319,830716.00,3513,68.90,1.89,-0.98
13-February-2026,163.50,163.50,161.35,162.84,162.328058906470311765,6383,387,1036140.00,4514,70.72,2.15,-0.66
12-February-2026,162.82,163.33,161.07,163.00,162.573054674379548423,5359,247,871229.00,3946,73.63,2.26,0.18
11-February-2026,162.80,163.18,161.06,162.34,162.128094481035657506,8806,384,1427700.00,5427,61.63,2.12,-0.46
10-February-2026,161.70,161.92,160.45,161.07,161.217621419676214196,3212,323,517831.00,2376,73.97,1.47,-0.63
9-February-2026,160.20,160.99,158.59,160.14,160.261732851985559566,5540,331,887850.00,4512,81.44,2.40,-0.06
6-February-2026,159.30,160.35,156.01,159.87,158.309313060005430355,18415,707,2915266.00,15646,84.96,4.34,0.57
5-February-2026,160.00,160.68,158.00,159.59,158.737973989345032905,25528,475,4052263.00,21939,85.94,2.68,-0.41
4-February-2026,160.60,161.67,158.15,160.28,160.176693254021900770,7397,442,1184827.00,4845,65.50,3.52,-0.32
3-February-2026,161.80,161.80,159.02,160.76,160.220755154042158906,8634,343,1383346.00,6971,80.74,2.78,-1.04
2-February-2026,157.74,158.80,157.13,158.24,158.204036581520025228,6342,378,1003330.00,4973,78.41,1.67,0.50
1-February-2026,154.70,159.86,154.36,159.34,157.971532846715328467,15070,327,2380631.00,10370,68.81,5.50,4.64
30-January-2026,157.30,159.72,152.51,155.09,156.778607745904211913,31862,1113,4995280.00,24140,75.76,7.21,-2.21
