Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-June-2024,260.00,262.30,260.00,261.43,261.080054515287982934,16876,789,4405987.00,13886,82.28,2.30,1.43
11-June-2024,262.64,262.64,257.50,260.35,259.683523654159869494,1839,135,477558.00,1091,59.33,5.14,-2.29
10-June-2024,263.99,263.99,257.04,258.00,259.070640427710158116,8791,458,2277490.00,6353,72.27,6.95,-5.99
7-June-2024,259.70,260.00,257.50,259.08,259.191822697745510126,10468,261,2713220.00,9700,92.66,2.50,-0.62
6-June-2024,258.00,260.00,252.14,258.45,257.467175066312997347,6032,482,1553042.00,4142,68.67,7.86,0.45
5-June-2024,255.00,256.19,252.20,254.46,253.900975943308261329,16087,543,4084505.00,14286,88.80,3.99,-0.54
4-June-2024,261.90,261.90,251.61,253.69,254.916381120813529346,36188,1244,9224914.00,25763,71.19,10.29,-8.21
3-June-2024,258.31,266.16,258.31,259.83,261.848896434634974533,20615,1325,5398015.00,14756,71.58,7.85,1.52
31-May-2024,259.00,263.07,259.00,261.14,261.011989389920424403,9425,171,2460038.00,5831,61.87,4.07,2.14
30-May-2024,264.00,264.00,258.70,259.92,259.715839047025417272,14439,336,3750037.00,12750,88.30,5.30,-4.08
29-May-2024,259.00,260.18,258.16,259.08,259.442646358876725368,8404,212,2180356.00,6144,73.11,2.02,0.08
28-May-2024,258.50,259.29,257.25,258.85,258.571936542669584245,3656,239,945339.00,3290,89.99,2.04,0.35
27-May-2024,256.00,260.77,256.00,258.53,258.739130434782608695,10879,421,2814823.00,7409,68.10,4.77,2.53
24-May-2024,255.72,261.95,253.95,260.88,258.513189448441247002,5838,274,1509200.00,4503,77.13,8.00,5.16
23-May-2024,256.02,260.90,256.02,258.55,258.817521561507035860,6609,359,1710525.00,4606,69.69,4.88,2.53
22-May-2024,260.98,260.98,252.72,258.13,257.712316702628913646,22709,542,5852389.00,15697,69.12,8.26,-2.85
21-May-2024,257.00,259.80,257.00,258.63,258.663167019842034290,10382,536,2685441.00,7830,75.42,2.80,1.63
18-May-2024,258.60,259.73,258.00,258.16,259.000000000000000000,562,37,145558.00,379,67.44,1.73,-0.44
17-May-2024,258.60,259.92,256.35,257.71,258.778346922074379413,32993,1045,8537874.00,25789,78.16,3.57,-0.89
16-May-2024,254.00,258.50,254.00,257.77,257.201104330136588201,17205,373,4425145.00,12919,75.09,4.50,3.77
15-May-2024,255.00,258.98,253.56,255.92,255.020066889632107023,3588,253,915012.00,2621,73.05,5.42,0.92
14-May-2024,253.60,253.99,251.80,253.99,252.837715694330320460,4868,104,1230814.00,4042,83.03,2.19,0.39
13-May-2024,253.80,253.95,250.50,252.74,252.347487801661611499,7583,374,1913551.00,4945,65.21,3.45,-1.06
10-May-2024,251.21,254.00,251.00,253.49,252.826419213973799126,4580,333,1157945.00,3884,84.80,3.00,2.28
9-May-2024,251.00,254.14,250.50,252.86,252.949090909090909090,4400,133,1112976.00,3839,87.25,3.64,1.86
8-May-2024,253.39,254.19,247.65,252.27,252.689799196787148594,18675,644,4718982.00,18281,97.89,6.54,-1.12
7-May-2024,254.00,254.00,251.98,253.39,252.922112802148612354,5585,288,1412570.00,4283,76.69,2.02,-0.61
6-May-2024,256.00,256.00,250.00,250.98,253.692165558019216555,2706,234,686491.00,1803,66.63,6.00,-5.02
3-May-2024,254.00,254.87,252.92,254.34,254.132405891980360065,6110,302,1552749.00,5635,92.23,1.95,0.34
2-May-2024,255.00,255.00,252.02,252.73,252.828627280625543006,4604,222,1164023.00,4332,94.09,2.98,-2.27
30-April-2024,254.70,254.70,252.25,252.60,252.745777171131206278,5861,232,1481343.00,5250,89.58,2.45,-2.10
29-April-2024,256.00,256.00,249.86,252.71,252.652694610778443113,4676,317,1181404.00,4181,89.41,6.14,-3.29
26-April-2024,250.61,257.05,250.61,254.35,254.649663677130044843,1784,117,454295.00,1379,77.30,6.44,3.74
25-April-2024,254.74,255.00,253.60,253.92,254.413568166992824527,1533,89,390016.00,1374,89.63,1.40,-0.82
24-April-2024,253.75,258.10,253.75,254.11,255.026411913458836751,3559,236,907639.00,3164,88.90,4.35,0.36
23-April-2024,254.89,255.19,253.59,254.35,254.572493654822335025,6304,1021,1604825.00,6124,97.14,1.60,-0.54
22-April-2024,257.48,257.48,252.39,254.86,254.759929906542056074,5136,246,1308447.00,4602,89.60,5.09,-2.62
19-April-2024,257.50,261.91,253.31,255.03,256.659205171175484797,8354,307,2144131.00,5741,68.72,8.60,-2.47
18-April-2024,254.00,255.23,252.51,254.64,254.231033070543667451,19534,1085,4966149.00,17533,89.76,2.72,0.64
16-April-2024,253.99,254.89,252.09,253.03,253.173523064472619368,14828,651,3754057.00,11893,80.21,2.80,-0.96
15-April-2024,257.25,257.25,252.85,254.68,253.726499423298731257,6936,402,1759847.00,6090,87.80,4.40,-2.57
12-April-2024,255.31,258.63,255.31,255.99,256.373226506426306125,23964,857,6143728.00,23712,98.95,3.32,0.68
10-April-2024,257.00,258.81,256.00,258.12,257.125241075294210257,25407,494,6532781.00,21048,82.84,2.81,1.12
9-April-2024,262.90,262.90,256.00,258.03,257.988759534323564833,4982,220,1285300.00,4444,89.20,6.90,-4.87
8-April-2024,260.00,261.25,258.10,258.42,259.723730814639905548,2541,465,659958.00,1900,74.77,3.15,-1.58
5-April-2024,263.80,268.39,260.00,260.88,263.495670866423837105,16747,553,4412762.00,10154,60.63,8.39,-2.92
4-April-2024,262.03,263.00,260.00,261.79,261.812455552169054150,9843,823,2577020.00,7061,71.74,3.00,-0.24
3-April-2024,264.80,264.80,261.00,262.03,262.004300825293502266,8603,378,2254023.00,6755,78.52,3.80,-2.77
2-April-2024,261.99,263.99,257.20,262.25,262.016676522767593140,16910,852,4430702.00,13594,80.39,6.79,0.26
1-April-2024,256.80,261.15,253.34,260.02,257.592818386880448698,16403,499,4225295.00,12927,78.81,7.81,3.22
28-March-2024,253.00,255.44,249.00,254.57,252.974805237858445217,6033,411,1526197.00,3976,65.90,6.44,1.57
27-March-2024,251.80,251.80,242.90,250.47,249.844165435745937961,6770,252,1691445.00,4718,69.69,8.90,-1.33
26-March-2024,253.99,253.99,248.76,249.56,250.398226351351351351,7104,293,1778829.00,5473,77.04,5.23,-4.43
22-March-2024,251.81,252.48,249.47,252.05,251.882216755896397048,6911,205,1740758.00,6249,90.42,3.01,0.24
21-March-2024,252.00,254.39,249.45,251.81,252.301898784460157305,12587,408,3175724.00,10058,79.91,4.94,-0.19
20-March-2024,251.50,252.00,247.21,250.68,250.332121212121212121,6600,135,1652192.00,5171,78.35,4.79,-0.82
19-March-2024,251.99,251.99,248.00,249.94,249.989668709966251119,14519,555,3629600.00,10192,70.20,3.99,-2.05
18-March-2024,243.10,249.55,243.10,248.91,247.916716358576823693,5031,195,1247269.00,3904,77.60,6.45,5.81
15-March-2024,247.19,249.49,243.00,244.75,247.382103829674162154,30107,613,7447933.00,25689,85.33,6.49,-2.44
14-March-2024,247.92,247.92,242.74,243.95,243.864728946471189907,23464,705,5722042.00,19017,81.05,5.18,-3.97
13-March-2024,250.00,252.17,243.00,244.32,246.206994496715781998,11266,384,2773768.00,10349,91.86,9.17,-5.68
12-March-2024,251.96,253.00,249.47,250.52,251.131490222521915037,8898,399,2234568.00,7827,87.96,3.53,-1.44
11-March-2024,253.00,254.05,251.96,252.00,253.153321201091901728,10990,418,2782155.00,8466,77.03,2.09,-1.00
7-March-2024,254.50,254.50,251.50,251.68,252.911933927245731254,10776,1417,2725379.00,8289,76.92,3.00,-2.82
6-March-2024,254.10,255.74,252.00,252.58,253.761517615176151761,3690,170,936380.00,3364,91.17,3.74,-1.52
