Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover ₹,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
MINDSPACE,RR,19-Oct-2021,330.91,332.00,332.00,327.50,328.20,328.91,329.65,"83,919","2,76,63,625.53","1,726","74,268",88.50
MINDSPACE,RR,20-Oct-2021,328.91,329.90,332.00,328.00,330.00,330.97,330.08,"96,865","3,19,72,925.24","3,140","82,677",85.35
MINDSPACE,RR,21-Oct-2021,330.97,330.97,342.00,292.03,325.80,321.52,331.85,"30,91,056","1,02,57,60,814.09","21,232","22,39,470",72.45
MINDSPACE,RR,22-Oct-2021,321.52,329.95,329.95,320.00,320.00,321.05,321.90,"1,11,404","3,58,60,663.36","3,860","87,528",78.57
MINDSPACE,RR,25-Oct-2021,321.05,330.95,330.95,315.01,316.12,317.61,321.61,"1,02,502","3,29,65,324.90","3,177","77,079",75.20
MINDSPACE,RR,26-Oct-2021,317.61,319.80,326.00,318.00,322.75,323.64,322.34,"94,282","3,03,90,948.54","1,976","76,662",81.31
MINDSPACE,RR,27-Oct-2021,323.64,324.00,328.45,323.64,327.00,327.15,324.84,"3,34,027","10,85,04,475.01","1,365","3,15,328",94.40
MINDSPACE,RR,28-Oct-2021,327.15,329.80,332.10,324.10,330.00,330.37,328.99,"2,02,583","6,66,47,449.21","1,721","1,86,490",92.06
MINDSPACE,RR,29-Oct-2021,330.37,330.37,333.00,315.01,326.00,326.41,328.20,"1,35,208","4,43,75,768.85","1,547","1,20,019",88.77
MINDSPACE,RR,01-Nov-2021,326.41,329.99,330.01,320.51,322.99,324.42,326.62,"72,770","2,37,68,100.58","1,817","60,887",83.67
MINDSPACE,RR,02-Nov-2021,324.42,320.70,326.90,320.70,324.13,324.81,324.21,"1,91,235","6,20,00,016.09","4,180","1,20,343",62.93
MINDSPACE,RR,03-Nov-2021,324.81,324.81,327.80,318.00,320.03,320.99,321.04,"1,99,526","6,40,55,053.45","3,743","1,53,957",77.16
MINDSPACE,RR,04-Nov-2021,320.99,324.50,326.90,321.20,325.50,324.40,324.39,"15,299","49,62,768.65",488,"11,151",72.89
MINDSPACE,RR,08-Nov-2021,324.40,329.85,332.00,318.05,319.58,319.80,320.43,"87,662","2,80,89,358.74","2,308","73,940",84.35
MINDSPACE,RR,09-Nov-2021,319.80,323.98,324.78,319.00,322.48,323.39,320.20,"2,02,814","6,49,40,235.76","1,234","1,81,360",89.42
MINDSPACE,RR,10-Nov-2021,323.39,324.40,331.00,315.00,328.00,329.51,324.02,"1,51,379","4,90,49,923.64","1,785","1,08,865",71.92
MINDSPACE,RR,11-Nov-2021,329.51,327.86,330.00,320.00,322.01,324.13,327.55,"1,25,994","4,12,68,708.02","1,643","1,17,146",92.98
MINDSPACE,RR,12-Nov-2021,324.13,328.40,330.00,322.05,326.79,326.55,324.90,"1,71,892","5,58,48,082.15","2,901","1,57,266",91.49
MINDSPACE,RR,15-Nov-2021,326.55,331.85,332.00,327.51,328.10,328.81,329.85,"87,936","2,90,05,764.92","1,242","76,443",86.93
MINDSPACE,RR,16-Nov-2021,328.81,330.40,331.50,328.00,329.00,329.98,329.92,"1,02,636","3,38,61,723.49","1,244","93,819",91.41
MINDSPACE,RR,17-Nov-2021,329.98,329.99,330.00,325.00,326.98,326.94,327.72,"48,461","1,58,81,407.80",600,"46,890",96.76
MINDSPACE,RR,18-Nov-2021,326.94,327.00,334.00,325.00,326.10,326.55,327.79,"32,152","1,05,38,976.11","1,448","24,989",77.72
