"DateTime","PGINVITIVN"
"2026-04-16 00:00:00",93.5
"2026-04-17 00:00:00",93.45
"2026-04-20 00:00:00",93.25
"2026-04-21 00:00:00",93.25
"2026-04-22 00:00:00",93.25
"2026-04-23 00:00:00",93.25
"2026-04-24 00:00:00",93
"2026-04-27 00:00:00",93.1
"2026-04-28 00:00:00",93.08
"2026-04-29 00:00:00",93.05
"2026-04-30 00:00:00",93.15
"2026-05-04 00:00:00",93.1
"2026-05-05 00:00:00",93.05
"2026-05-06 00:00:00",93.05
"2026-05-07 00:00:00",93.15
"2026-05-08 00:00:00",93.06
"2026-05-11 00:00:00",93.05
"2026-05-12 00:00:00",92.8
"2026-05-13 00:00:00",93.24
"2026-05-14 00:00:00",94.05
"2026-05-15 00:00:00",94.36
"2026-05-18 00:00:00",93.89
"2026-05-19 00:00:00",94.6
"2026-05-20 00:00:00",92.04
"2026-05-21 00:00:00",91.95
"2026-05-22 00:00:00",91.95
"2026-05-25 00:00:00",91.99
"2026-05-26 00:00:00",91.95
"2026-05-27 00:00:00",92.45
"2026-05-29 00:00:00",92.89
"2026-06-01 00:00:00",92.9
"2026-06-02 00:00:00",92.7
"2026-06-03 00:00:00",92.77
"2026-06-04 00:00:00",92.7
"2026-06-05 00:00:00",93.2
"2026-06-08 00:00:00",93.45
"2026-06-09 00:00:00",93.65
"2026-06-10 00:00:00",93.8
"2026-06-11 00:00:00",93.79
"2026-06-12 00:00:00",93.79
"2026-06-15 00:00:00",93.89
"2026-06-16 00:00:00",93.89
"2026-06-17 00:00:00",93.89
"2026-06-18 00:00:00",93.75
"2026-06-19 00:00:00",93.9
"2026-06-22 00:00:00",93.95
"2026-06-23 00:00:00",93.8
"2026-06-24 00:00:00",93.79
"2026-06-25 00:00:00",93.8
"2026-06-29 00:00:00",93.8
"2026-06-30 00:00:00",93.8
"2026-07-01 00:00:00",93.8
"2026-07-02 00:00:00",93.99
"2026-07-03 00:00:00",94.17
"2026-07-06 00:00:00",94.95
"2026-07-07 00:00:00",95.95
"2026-07-08 00:00:00",96.2
"2026-07-09 00:00:00",96.65
"2026-07-10 00:00:00",96.86
"2026-07-13 00:00:00",96.97
"2026-07-14 00:00:00",96.95
"2026-07-15 00:00:00",96.95
